IID,cluster
HORUS003992568476,0
HORUS002100004739,0
HORUS003992570161,0
HORUS003991270947,1
HORUS003992568007,0
HORUS004861041473,0
HORUS002100420107,0
HORUS003992569020,0
HORUS004861041468,0
HORUS003991271058,0
HORUS003992568996,0
HORUS004861042324,0
HORUS003910310136,0
HORUS003992568501,0
HORUS004861041724,0
HORUS003910310039,0
HORUS12AA002ABGR2,0
HORUS003991270396,0
HORUS003992569439,0
HORUS007100039453,0
HORUS003912556826,0
HORUS002100004896,0
HORUS007200121615,0
HORUS002100610904,0
HORUS003910310186,0
HORUS003992568390,0
HORUS003991271068,1
HORUS007200120232,0
HORUS007200113919,0
HORUS003992567856,0
HORUS12AA001XCT88,0
HORUS007200121027,0
HORUS003910310552,0
HORUS12AA001LLFH4,0
HORUS002100004467,0
HORUS003912557237,0
HORUS003992570212,0
HORUS003912556466,0
HORUS003992567866,0
HORUS12AA001ASR40,0
HORUS003912556507,0
HORUS003992568368,0
HORUS007200120089,0
HORUS004861041308,0
HORUS007200121076,0
HORUS003910310778,1
HORUS004861041920,0
HORUS12AA00163XX7,0
HORUS007200121961,0
HORUS003912557534,0
HORUS007200120608,0
HORUS007200121002,0
HORUS003991271027,1
HORUS003992569215,0
HORUS12AA002BCQG1,0
HORUS007200121367,0
HORUS003992569684,0
HORUS12AA0033D6Z1,0
HORUS003910310076,0
HORUS12AA0039MXS7,0
HORUS004861041530,0
HORUS007200120355,0
HORUS12AA001DQ4E6,0
HORUS007200117049,0
HORUS003991270400,0
HORUS002100411213,0
HORUS003992568217,0
HORUS003992567878,0
HORUS002100005026,0
HORUS003910310543,0
HORUS007200121881,0
HORUS003991270306,0
HORUS003991270432,0
HORUS004861041307,0
HORUS003992570014,0
HORUS12AA00223D83,0
HORUS12AA0017KOI6,0
HORUS12AA001E0CK5,0
HORUS007200120977,0
HORUS006600004041,0
HORUS003992569076,0
HORUS004861042582,0
HORUS004861042505,0
HORUS12AA0025VP04,0
HORUS12AA00162R71,0
HORUS003910309803,0
HORUS12AA0019IRG9,0
HORUS006600008936,0
HORUS004861040914,0
HORUS003991270804,0
HORUS003991270972,1
HORUS003910309681,0
HORUS006600007007,0
HORUS002100211207,0
HORUS004861043008,0
HORUS004861043202,0
HORUS004861042980,0
HORUS003912556674,0
HORUS004861042265,0
HORUS003992568252,0
HORUS006600004023,0
HORUS004861041896,0
HORUS003992569882,0
HORUS003910310464,0
HORUS003910310246,1
HORUS003991270643,0
HORUS003910309700,0
HORUS12AA0033CQB4,0
HORUS12AA001M5ZW9,0
HORUS004861040598,0
HORUS006992569152,0
HORUS003991270767,1
HORUS002100004673,0
HORUS12AA001LTDP4,0
HORUS003992569838,0
HORUS004861040874,0
HORUS007200121644,0
HORUS004200018490,0
HORUS003992568828,0
HORUS003910309973,0
HORUS003910310044,0
HORUS12AA001D9WV5,0
HORUS003992570304,0
HORUS007200120472,0
HORUS003992568903,0
HORUS003910310823,0
HORUS12AA001LL6B2,0
HORUS12AA003H0LL7,0
HORUS004861041913,0
HORUS003910310759,0
HORUS003992570302,0
HORUS003992568841,0
HORUS003912556702,0
HORUS002100211209,0
HORUS007200121713,0
HORUS003992568534,0
HORUS007200116626,0
HORUS004861043217,0
HORUS003992568452,0
HORUS003992569269,0
HORUS004861041822,0
HORUS007100039181,0
HORUS003992569950,0
HORUS003991270889,0
HORUS003912557076,0
HORUS004861040812,0
HORUS006600008925,0
HORUS003912556592,0
HORUS007200117019,0
HORUS003992568950,0
HORUS004861040293,0
HORUS003912556852,0
HORUS003912556477,0
HORUS003992569792,1
HORUS12AA002AANB9,0
HORUS003910310602,0
HORUS007200117238,0
HORUS003910310584,0
HORUS007100039180,0
HORUS003912556713,0
HORUS007200121867,1
HORUS007100039378,0
HORUS007200121364,0
HORUS003912557535,1
HORUS002100211210,0
HORUS003992569577,0
HORUS003992568092,0
HORUS007200120282,0
HORUS004861042831,0
HORUS003992568584,0
HORUS007200116917,0
HORUS007200116851,0
HORUS007200121144,0
HORUS004861041117,0
HORUS12AA0024E0I0,0
HORUS003991271158,0
HORUS004861040875,0
HORUS007200119815,0
HORUS006600007078,0
HORUS007200120181,0
HORUS003910310527,0
HORUS12AA001LL7R9,0
HORUS007200120437,0
HORUS12AA0024XMM5,0
HORUS004861041358,0
HORUS002100004588,0
HORUS003992570043,0
HORUS004861041695,0
HORUS003910310164,0
HORUS007200120578,0
HORUS003992567981,0
HORUS003992567788,0
HORUS004861043123,0
HORUS003910310341,1
HORUS003992570018,1
HORUS006600004002,0
HORUS007100039995,0
HORUS004861040572,0
HORUS003910310885,0
HORUS007200120259,0
HORUS004861042227,0
HORUS003912556563,0
HORUS004861043269,0
HORUS007200120530,0
HORUS003992569322,0
HORUS007200116970,0
HORUS003992568194,0
HORUS002100110814,0
HORUS000039969724,0
HORUS003992568120,0
HORUS007200116891,0
HORUS007200121604,0
HORUS003991270553,0
HORUS007200116864,0
HORUS007200119870,0
HORUS003912556804,0
HORUS006600008776,0
HORUS003912557533,0
HORUS12AA0024E027,0
HORUS007200120889,0
HORUS003910309975,0
HORUS007200121552,0
HORUS003912557401,0
HORUS042349860455,0
HORUS004861042230,0
HORUS003912556936,1
HORUS003910309743,0
HORUS12AA001D91K5,0
HORUS007100039579,0
HORUS003912557063,0
HORUS004861042847,0
HORUS003992568300,0
HORUS004861041082,0
HORUS003992567896,0
HORUS006600007094,0
HORUS003991270440,0
HORUS007200121154,0
HORUS12AA001LTEB1,0
HORUS007200121378,0
HORUS007200120485,0
HORUS004861042288,0
HORUS003992569465,0
HORUS007200121531,0
HORUS006600030870,0
HORUS003992569637,0
HORUS004861041010,0
HORUS003991271183,0
HORUS003991270206,0
HORUS007200120543,0
HORUS003991270228,0
HORUS003992569026,0
HORUS004861040445,0
HORUS12AA0025VZL7,0
HORUS003910309739,0
HORUS003912557417,1
HORUS003992569275,0
HORUS007100039450,0
HORUS003910310975,0
HORUS003992570076,0
HORUS003992569940,0
HORUS12AA0020R5O1,0
HORUS007100039406,0
HORUS003992569054,0
HORUS003992567793,0
HORUS003992568254,0
HORUS12AA003H0TX5,0
HORUS003912556555,0
HORUS003992570063,1
HORUS006600006894,0
HORUS003992569361,0
HORUS004861040821,0
HORUS007200116746,0
HORUS12AA0019IUU8,0
HORUS006600008742,0
HORUS12AA002ABF51,0
HORUS007200121057,0
HORUS003910310092,0
HORUS004861040475,0
HORUS007200118211,0
HORUS003912557275,0
HORUS004861041847,0
HORUS002100411220,0
HORUS007100039344,0
HORUS003992568490,1
HORUS004861042815,0
HORUS12AA0024DWM5,0
HORUS004861043241,0
HORUS007200118681,0
HORUS004861042772,0
HORUS007200116697,0
HORUS004861041738,0
HORUS006992568977,0
HORUS003992568439,0
HORUS007200120307,0
HORUS004861040922,0
HORUS002100411115,0
HORUS003912556558,0
HORUS007200121965,0
HORUS007200121349,0
HORUS007200117221,0
HORUS003992569911,0
HORUS12AA001CWHJ5,0
HORUS003912556828,0
HORUS004861043075,0
HORUS006600006892,0
HORUS002100004525,0
HORUS004861042195,0
HORUS007200121840,0
HORUS003992569729,1
HORUS003991270756,1
HORUS003992568726,0
HORUS12AA001DBA97,0
HORUS003910309600,0
HORUS007200116645,0
HORUS003912556480,0
HORUS003992568471,0
HORUS003992569514,0
HORUS004861041661,0
HORUS12AA001LV9O3,0
HORUS003910309684,0
HORUS007100039437,0
HORUS004861040983,0
HORUS007200116788,0
HORUS003910310287,0
HORUS12AA0039NQ03,0
HORUS12AA0018S7V7,0
HORUS003991270904,0
HORUS12AA003G76P7,0
HORUS003991270565,0
HORUS007200119929,0
HORUS002100004683,0
HORUS003992569533,0
HORUS007200116947,0
HORUS003910310636,0
HORUS004861040452,0
HORUS004861041984,0
HORUS004861042280,0
HORUS003992569592,0
HORUS003992568338,0
HORUS003991270542,0
HORUS006600008927,0
HORUS004861040417,0
HORUS12AA001ASFZ5,0
HORUS003992568911,0
HORUS003912557100,0
HORUS007200118725,0
HORUS007200116837,0
HORUS003991270673,1
HORUS003910311027,0
HORUS12AA001ED3O2,0
HORUS003992569707,0
HORUS002100004775,0
HORUS007100039573,0
HORUS007200121603,0
HORUS003912557610,0
HORUS003992569574,0
HORUS003992569757,0
HORUS007200120202,0
HORUS003992568301,0
HORUS007200121368,0
HORUS004861042785,0
HORUS004861043033,0
HORUS003910309656,0
HORUS003991270212,0
HORUS004861040854,0
HORUS003992568509,1
HORUS003912556528,0
HORUS007200121379,0
HORUS007200121263,0
HORUS003912557177,1
HORUS003991270469,0
HORUS007200121630,0
HORUS003992569075,0
HORUS004861040723,0
HORUS003910309659,0
HORUS12AA003H0VA9,0
HORUS003992569442,0
HORUS004861040316,0
HORUS002100911128,0
HORUS003912556846,1
HORUS12AA001LSWL5,0
HORUS007200116869,0
HORUS12AA001DO1I5,0
HORUS007100039208,0
HORUS004861040986,0
HORUS12AA003G5OM2,0
HORUS007100039342,0
HORUS002100004979,0
HORUS003992570287,1
HORUS003910310252,0
HORUS007200116067,0
HORUS12AA0036IS53,0
HORUS007100039950,0
HORUS003912557066,1
HORUS003992567993,0
HORUS007200117267,0
HORUS004861043141,0
HORUS007200118756,0
HORUS003992570328,0
HORUS003910310049,0
HORUS12AA001DZJI8,0
HORUS004861041562,0
HORUS003912556654,0
HORUS003910310212,0
HORUS007200121922,0
HORUS003992567914,0
HORUS003912557381,0
HORUS007200121380,0
HORUS003991271029,0
HORUS003910309859,0
HORUS12AA002ALUH8,0
HORUS003992569489,0
HORUS006600003634,0
HORUS002100004732,0
HORUS006600004087,0
HORUS004861041622,0
HORUS003991270237,0
HORUS003991270810,0
HORUS004861040323,0
HORUS12AA001LVF94,0
HORUS12AA002AAOO2,0
HORUS007200121993,0
HORUS12AA0037HTF9,0
HORUS003910309971,0
HORUS12AA0024DWW5,0
HORUS003992568273,1
HORUS004861040577,0
HORUS003991271005,0
HORUS007100039286,0
HORUS003910310838,0
HORUS003992567816,0
HORUS002100004527,0
HORUS007200121845,0
HORUS007200120431,0
HORUS003992569905,0
HORUS12AA0024E0K6,0
HORUS003912556838,0
HORUS004861042073,0
HORUS007200117973,0
HORUS003910309669,0
HORUS007200117041,0
HORUS003912557437,0
HORUS007100039193,0
HORUS003910310856,0
HORUS007200121910,0
HORUS12AA001D90W2,0
HORUS003910311016,0
HORUS003991270534,0
HORUS003992569463,0
HORUS003912557538,0
HORUS006600003588,0
HORUS003910309736,0
HORUS007200116924,0
HORUS007200118798,0
HORUS002100004858,0
HORUS003992568513,0
HORUS004861040321,0
HORUS004861041881,0
HORUS003912557283,1
HORUS12AA00226XS2,0
HORUS007200120335,0
HORUS002100004813,0
HORUS004861040820,0
HORUS12AA0016KVQ4,0
HORUS003910310749,1
HORUS002100004651,0
HORUS003910310353,0
HORUS12AA001DO775,0
HORUS002100004672,0
HORUS003992569485,0
HORUS12AA003H0ZG3,0
HORUS003912557221,0
HORUS004861041639,0
HORUS12AA003H0XK7,0
HORUS12AA001CXFD7,0
HORUS007200120201,0
HORUS12AA0027B4N9,0
HORUS004861040335,0
HORUS006600003404,0
HORUS004861043139,0
HORUS12AA0020QVP8,0
HORUS007200120399,0
HORUS003992569483,0
HORUS004861041479,0
HORUS003910310116,0
HORUS007200121439,0
HORUS003910310837,0
HORUS004861041964,0
HORUS007200120916,0
HORUS12AA0019JHH5,0
HORUS12AA003DD8X6,0
HORUS003910310477,1
HORUS006600007009,0
HORUS003991270862,0
HORUS12AA001DO2R6,0
HORUS12AA003DE862,0
HORUS12AA002ABID8,0
HORUS004861041410,0
HORUS006600007055,0
HORUS003912556522,0
HORUS002100610816,0
HORUS007200117956,0
HORUS003910310934,0
HORUS004861040592,0
HORUS003992568897,0
HORUS002100004548,0
HORUS002100004743,0
HORUS002100710728,0
HORUS000039970320,0
HORUS12AA001LLHK6,0
HORUS004861041173,0
HORUS003992569811,0
HORUS003992569925,0
HORUS003992568981,0
HORUS003991270323,0
HORUS003910309668,0
HORUS12AA0037IF63,0
HORUS12AA001EFNF9,0
HORUS003992569906,0
HORUS003912556809,0
HORUS004861040468,0
HORUS12AA001DM8T0,0
HORUS007200121055,0
HORUS007200120604,0
HORUS003912557364,0
HORUS12AA002ALWZ0,0
HORUS007200116686,0
HORUS003992569728,1
HORUS003910310008,0
HORUS004861042010,0
HORUS007200116829,0
HORUS002100004677,0
HORUS12AA00216U07,0
HORUS003992568765,0
HORUS007200116998,0
HORUS004861040923,0
HORUS003992568376,0
HORUS006600003266,0
HORUS007200121298,0
HORUS12AA001DOVW0,0
HORUS004861040391,0
HORUS003991270216,0
HORUS003992568777,0
HORUS12AA001E1098,0
HORUS12AA0037I9U4,0
HORUS004861042534,0
HORUS004861042310,0
HORUS003910310774,1
HORUS003910310935,0
HORUS004861041492,0
HORUS002100004973,0
HORUS007200118662,0
HORUS003912556591,0
HORUS007200121714,0
HORUS003912557000,0
HORUS12AA001E0RT2,0
HORUS003910310746,1
HORUS006600003678,0
HORUS003991270496,0
HORUS004861041947,0
HORUS003992568124,0
HORUS003910310345,0
HORUS003910310047,0
HORUS007200116565,0
HORUS007200120522,0
HORUS003991270327,0
HORUS006600003644,0
HORUS007200120420,0
HORUS007200120398,0
HORUS006600006882,0
HORUS12AA003DE1V5,0
HORUS007200120203,0
HORUS002100004770,0
HORUS002100410919,0
HORUS007200120460,0
HORUS003910310886,0
HORUS007100039175,0
HORUS007200120478,0
HORUS003912556722,0
HORUS007200121798,0
HORUS007200121712,0
HORUS007100039834,0
HORUS007200116778,0
HORUS000039970325,0
HORUS007200121392,0
HORUS003992569536,0
HORUS12AA001LW1Q5,0
HORUS007200120341,0
HORUS003912556724,0
HORUS12AA0020AEL5,0
HORUS003912557530,0
HORUS003992570334,0
HORUS007100039374,0
HORUS003991270830,0
HORUS003992568015,0
HORUS003912557232,0
HORUS007100039643,0
HORUS004861040946,0
HORUS003910310936,0
HORUS007200121069,0
HORUS003992569897,0
HORUS003992570311,0
HORUS003910309624,0
HORUS006600007028,0
HORUS007200121758,0
HORUS12AA001D96Y2,0
HORUS007200120308,0
HORUS003912557059,0
HORUS007200121928,0
HORUS007200116936,0
HORUS007200115434,0
HORUS002100611114,0
HORUS004861040374,0
HORUS003991270499,0
HORUS003912556631,0
HORUS007200121405,1
HORUS003910310041,0
HORUS004861040732,0
HORUS004861040460,0
HORUS003910310858,0
HORUS003992568270,0
HORUS004861040476,0
HORUS003910310082,0
HORUS003991270537,0
HORUS003910309941,0
HORUS003912557165,1
HORUS007200121828,0
HORUS007200120325,0
HORUS003992567791,0
HORUS007200121336,0
HORUS003910310617,0
HORUS003992568600,0
HORUS12AA001DBM53,0
HORUS006992569134,0
HORUS007200121631,0
HORUS004861042862,0
HORUS003912556950,0
HORUS007200121224,0
HORUS12AA0027B0Z9,0
HORUS003992568162,0
HORUS003992568266,0
HORUS12AA0036J3Q7,0
HORUS004861042563,0
HORUS003992568481,0
HORUS003912556878,0
HORUS003912556967,0
HORUS007100039410,0
HORUS12AA001LMCL7,0
HORUS12AA001AS7F0,0
HORUS007200120430,0
HORUS003910309871,0
HORUS007200116901,0
HORUS002100004776,0
HORUS004861043259,0
HORUS007200120904,0
HORUS003910310293,0
HORUS003992570228,0
HORUS004861043180,0
HORUS12AA001CWJQ9,0
HORUS004861041606,0
HORUS007200120318,0
HORUS004861042933,0
HORUS003992569867,1
HORUS003910310732,1
HORUS007200121315,0
HORUS12AA002ALT81,0
HORUS003992569936,0
HORUS004861043286,0
HORUS003992569675,0
HORUS12AA001DQ9B7,0
HORUS12AA001DBXO0,0
HORUS004861041336,0
HORUS003991270936,0
HORUS006600030894,0
HORUS003992568377,0
HORUS003910310750,0
HORUS12AA0024XJ15,0
HORUS007200120575,0
HORUS003910310703,0
HORUS002100004620,0
HORUS003992570339,0
HORUS004861000272,0
HORUS004861041039,0
HORUS12AA001LLIV3,0
HORUS007100039627,0
HORUS004861042538,0
HORUS12AA0027CCQ6,0
HORUS12AA0020RWT7,0
HORUS003910310940,0
HORUS003910310497,1
HORUS003910309598,0
HORUS007200120378,0
HORUS003991270956,1
HORUS003910310069,0
HORUS007200116957,0
HORUS007200120352,0
HORUS12AA0037HX67,0
HORUS003910310276,0
HORUS004861042269,0
HORUS003912557333,0
HORUS007200115073,0
HORUS003992569599,0
HORUS12AA00209DD8,0
HORUS12AA002A9JC7,0
HORUS004861042295,0
HORUS003991271044,0
HORUS006600003989,0
HORUS003910310163,0
HORUS003991271179,0
HORUS12AA001E02G0,0
HORUS006600007022,0
HORUS003992569546,0
HORUS007200119695,0
HORUS006600008934,0
HORUS004861042093,0
HORUS006600008913,0
HORUS007200119691,0
HORUS007200116821,0
HORUS003912556431,0
HORUS004861041387,0
HORUS003992569944,0
HORUS007200119921,0
HORUS003910310996,0
HORUS12AA00227SN5,0
HORUS004861040962,0
HORUS007100039253,0
HORUS003910310005,0
HORUS007100039209,0
HORUS006600004024,0
HORUS003991270623,0
HORUS002100910821,0
HORUS003992569992,0
HORUS004861042558,0
HORUS003912557345,0
HORUS002100004701,0
HORUS12AA0035ZW15,0
HORUS007200121404,0
HORUS007200120866,0
HORUS12AA001DAUO5,0
HORUS003992570363,0
HORUS003991270517,0
HORUS003992567785,0
HORUS12AA001E0L84,0
HORUS003992568089,0
HORUS003912556755,0
HORUS002100210924,0
HORUS007200114159,0
HORUS003991270704,0
HORUS003912557269,1
HORUS007200121391,0
HORUS12AA003ETAR6,0
HORUS002100005007,0
HORUS002100004886,0
HORUS004861040536,0
HORUS007100039201,0
HORUS004861041456,0
HORUS004861040913,0
HORUS007100039477,0
HORUS006600008716,0
HORUS12AA0020TX54,0
HORUS003910310050,0
HORUS003992569032,0
HORUS12AA00188BI6,0
HORUS003912556479,0
HORUS006600003222,0
HORUS003912557304,0
HORUS12AA0020TTC0,0
HORUS003910310754,1
HORUS003910309835,0
HORUS12AA003H0N44,0
HORUS003910310394,0
HORUS007200120106,0
HORUS003992570252,0
HORUS12AA00188BV0,0
HORUS007200120946,0
HORUS007200121701,0
HORUS007200120357,0
HORUS003992568168,0
HORUS007100039431,0
HORUS003992568249,0
HORUS004861042341,0
HORUS12AA001LVPF8,0
HORUS004861040801,0
HORUS007200120049,0
HORUS006600003358,0
HORUS003992567905,0
HORUS003991271014,0
HORUS12AA003DEGZ5,0
HORUS12AA001LLV56,0
HORUS003912557608,0
HORUS12AA003G6C43,0
HORUS12AA001LUG46,0
HORUS003910310405,0
HORUS006600003999,0
HORUS007200121032,0
HORUS003992568059,0
HORUS003910310948,0
HORUS007200121807,0
HORUS003992568618,0
HORUS12AA001DO6N0,0
HORUS12AA0018DZ25,0
HORUS007200120271,0
HORUS004861043093,0
HORUS12AA001DPZS2,0
HORUS003912556648,0
HORUS007200116783,0
HORUS004861040773,0
HORUS004861043121,0
HORUS003910310446,0
HORUS003991271156,0
HORUS007200121969,0
HORUS007200119723,0
HORUS003991270412,0
HORUS002100004913,0
HORUS003992568928,0
HORUS007200120880,0
HORUS003992568561,1
HORUS003910310637,0
HORUS006600004071,0
HORUS007200121351,0
HORUS003992568721,0
HORUS003992568670,0
HORUS003992569056,0
HORUS006600007044,0
HORUS007200121396,0
HORUS003991271132,1
HORUS003992567888,0
HORUS004861043019,0
HORUS003992569766,0
HORUS007200121297,0
HORUS12AA002ABES2,0
HORUS003992570367,0
HORUS003910309949,0
HORUS004861040644,0
HORUS004861041438,0
HORUS003910310123,0
HORUS003991270646,1
HORUS003910309922,0
HORUS007200120474,0
HORUS007200116785,0
HORUS006600007036,0
HORUS003992568529,0
HORUS007200119773,0
HORUS002100610519,0
HORUS007200121175,0
HORUS007200121586,0
HORUS003992569784,0
HORUS003992570294,1
HORUS003991270989,0
HORUS003910310505,0
HORUS003992568635,0
HORUS003992569924,0
HORUS003910310054,0
HORUS007200121656,0
HORUS003910309605,0
HORUS004861041870,0
HORUS006600003564,0
HORUS006600003428,0
HORUS006600003520,0
HORUS007200114646,0
HORUS006600003502,0
HORUS006600003550,0
HORUS006600003494,0
HORUS003910309577,0
HORUS006600003552,0
HORUS006600003554,0
HORUS006600003490,0
HORUS006600003558,0
HORUS006600003476,0
HORUS006600003392,0
HORUS006600003544,0
HORUS003912556966,0
HORUS006600003486,0
HORUS003992567940,0
HORUS003910310515,0
HORUS006600008749,0
HORUS003912557215,0
HORUS12AA002A9TY3,0
HORUS002100004849,0
HORUS004861042287,0
HORUS003992569874,0
HORUS004861042264,0
HORUS004861041721,0
HORUS007200121339,0
HORUS004861040753,0
HORUS004861040902,0
HORUS003991270226,0
HORUS003912556837,0
HORUS003910309992,0
HORUS007100039285,0
HORUS003991270568,0
HORUS003910309670,0
HORUS003910310282,1
HORUS12AA003G72Z1,0
HORUS006600007012,0
HORUS007200120221,0
HORUS002100004519,0
HORUS007200120577,0
HORUS007200120346,0
HORUS007200118012,0
HORUS007200118207,0
HORUS003992568572,0
HORUS003992568844,0
HORUS004861041174,0
HORUS003992569695,0
HORUS004861042829,0
HORUS003992570062,0
HORUS003991270796,1
HORUS003992568039,0
HORUS003992569657,0
HORUS12AA001DQ6G0,0
HORUS004861040378,0
HORUS007200121038,0
HORUS002100711227,0
HORUS003910310945,0
HORUS003910310066,0
HORUS003992568381,0
HORUS007200116894,0
HORUS003912556687,0
HORUS004861042875,0
HORUS003912557298,0
HORUS003992569030,0
HORUS007200121385,0
HORUS003991270484,0
HORUS006600007015,0
HORUS003912556795,0
HORUS003992568487,0
HORUS003991270595,0
HORUS003992569949,0
HORUS007200121842,0
HORUS003991270777,1
HORUS006600004011,0
HORUS004861042085,0
HORUS007200120965,0
HORUS003910310696,0
HORUS003992569038,0
HORUS003910310656,0
HORUS003992568399,0
HORUS007200116739,0
HORUS004200020146,0
HORUS12AA00162WI0,0
HORUS007100039625,0
HORUS003992569893,0
HORUS12AA001AHEY0,0
HORUS003991270841,0
HORUS007200121138,0
HORUS003912557135,0
HORUS003992569328,0
HORUS12AA001LUCM9,0
HORUS003912556790,0
HORUS003910311005,1
HORUS003991270638,1
HORUS007200116874,0
HORUS007200121568,1
HORUS002100911205,0
HORUS12AA001LLP03,0
HORUS004861041664,0
HORUS004861042112,0
HORUS007200118726,0
HORUS006600004094,0
HORUS003992568044,0
HORUS12AA002AL8H7,0
HORUS003992570286,0
HORUS003992568931,0
HORUS12AA001EGF91,0
HORUS003910310853,0
HORUS003910309784,0
HORUS003992570295,1
HORUS003912557491,1
HORUS003910310907,0
HORUS003991270755,1
HORUS007200121852,0
HORUS006600007052,0
HORUS003910309636,0
HORUS007200121261,0
HORUS007100039486,0
HORUS003912557362,0
HORUS002100810818,0
HORUS003910310958,0
HORUS12AA002AKZ04,0
HORUS006600003468,0
HORUS004861043207,0
HORUS007200121799,0
HORUS003992570374,0
HORUS003992568614,0
HORUS12AA001XCQK3,0
HORUS004861040929,0
HORUS004861041865,0
HORUS006600004122,0
HORUS007200120101,0
HORUS007200120330,0
HORUS003910310434,0
HORUS003991270342,0
HORUS003991271140,0
HORUS003910310387,1
HORUS003910310544,1
HORUS004861041008,0
HORUS002100004745,0
HORUS003912556505,0
HORUS007200121090,0
HORUS007200119728,0
HORUS003910310969,0
HORUS007100039958,0
HORUS12AA00163UC2,0
HORUS002100911206,0
HORUS12AA0024DY69,0
HORUS003992570135,0
HORUS003910310956,0
HORUS007200116694,0
HORUS004861041345,0
HORUS003992568914,0
HORUS003991270627,0
HORUS004861042905,0
HORUS12AA002AB5V2,0
HORUS002100004554,0
HORUS004861040860,0
HORUS007200117385,0
HORUS004861042813,0
HORUS003912556682,0
HORUS003910310655,0
HORUS002100004974,0
HORUS003992568718,1
HORUS004861043117,0
HORUS003910310177,0
HORUS002100004642,0
HORUS004861041429,0
HORUS12AA001E1122,0
HORUS007200120976,0
HORUS007200121935,0
HORUS12AA0024X1U7,0
HORUS002100004766,0
HORUS007200120465,0
HORUS12AA003H0Z75,0
HORUS007200120447,0
HORUS003912557447,1
HORUS12AA002ALLZ1,0
HORUS002100004571,0
HORUS12AA001LVED3,0
HORUS003992569979,0
HORUS003992569777,0
HORUS003992569923,0
HORUS12AA0015AUC4,0
HORUS004861041677,0
HORUS004861040269,0
HORUS003992570082,1
HORUS003992569469,0
HORUS004861042737,0
HORUS003910311004,0
HORUS003912557159,0
HORUS004861043004,0
HORUS003992567977,0
HORUS003910309915,0
HORUS003912556501,0
HORUS003912557481,1
HORUS003910310421,0
HORUS007200117952,0
HORUS002100610822,0
HORUS006600008728,0
HORUS007200121970,0
HORUS12AA003EPUG6,0
HORUS004861043144,0
HORUS12AA0024DTR8,0
HORUS003991271057,1
HORUS003992569240,0
HORUS007200119002,0
HORUS003912557272,1
HORUS007200116729,0
HORUS006600003598,0
HORUS007200120560,0
HORUS12AA003DCXN6,0
HORUS007200121740,0
HORUS007200121382,0
HORUS002100911207,0
HORUS003912556662,0
HORUS007100039319,0
HORUS12AA002AL0Z9,0
HORUS003992567875,0
HORUS007200117065,0
HORUS003912556621,0
HORUS003910309759,0
HORUS004861041902,0
HORUS002100610429,0
HORUS003992568665,0
HORUS007100039389,0
HORUS007200116830,0
HORUS003991270360,0
HORUS003992569339,0
HORUS007200120408,0
HORUS002100005032,0
HORUS007200121098,0
HORUS003992569207,0
HORUS003910310022,0
HORUS007200121133,0
HORUS007200120374,0
HORUS003992570123,0
HORUS004861042790,0
HORUS003991270219,0
HORUS12AA001DOSE9,0
HORUS12AA0018RR58,0
HORUS007100039200,0
HORUS12AA001DA831,0
HORUS12AA001EFQN0,0
HORUS004861042928,0
HORUS003991270706,1
HORUS007100039970,0
HORUS004861041015,0
HORUS007200121066,0
HORUS003992570315,0
HORUS004861040641,0
HORUS007200119781,0
HORUS007200113702,0
HORUS004200008456,0
HORUS003910310851,0
HORUS003992570096,1
HORUS003992569198,0
HORUS004861042315,0
HORUS003992569040,0
HORUS007200120340,0
HORUS004861040351,0
HORUS12AA003H1448,0
HORUS007200120990,0
HORUS003912557348,0
HORUS002100004607,0
HORUS007200121514,0
HORUS003992568626,0
HORUS003991270579,0
HORUS003991270583,0
HORUS004861040745,0
HORUS003992568989,0
HORUS004861039526,0
HORUS002100711212,0
HORUS002100810826,0
HORUS007200120455,0
HORUS003910310431,0
HORUS007200121839,0
HORUS003910310721,0
HORUS12AA002AB3G4,0
HORUS003992570051,0
HORUS004861041123,0
HORUS003991270551,0
HORUS004861043113,0
HORUS002100211125,0
HORUS004861042842,0
HORUS003992568695,0
HORUS007200117281,0
HORUS003910310884,0
HORUS007200121116,0
HORUS12AA001LL765,0
HORUS003910310226,0
HORUS003910311041,0
HORUS007200116840,0
HORUS003912556492,0
HORUS004861042858,0
HORUS004861041928,0
HORUS003910310318,0
HORUS006600007087,0
HORUS003910310393,0
HORUS003992569499,0
HORUS003992568220,0
HORUS12AA001D9SV9,0
HORUS12AA001D99W3,0
HORUS002100210811,0
HORUS003910310146,0
HORUS003992570269,0
HORUS007200120525,0
HORUS003910310324,1
HORUS003912557442,0
HORUS006600003390,0
HORUS003912557450,0
HORUS003910309909,0
HORUS003992568958,0
HORUS12AA001LSMS1,0
HORUS004861043081,0
HORUS003912556798,0
HORUS12AA001AT0S9,0
HORUS007200120200,0
HORUS003992568652,0
HORUS003992568964,0
HORUS003992569951,0
HORUS007200121332,0
HORUS007200118733,0
HORUS004861042192,0
HORUS003910310949,0
HORUS003992568607,0
HORUS002100004711,0
HORUS12AA001M5PW9,0
HORUS003912557155,0
HORUS003992568203,0
HORUS007200116902,0
HORUS004861041136,0
HORUS003991270808,1
HORUS003992568629,0
HORUS007200121726,0
HORUS006600003664,0
HORUS003991271080,0
HORUS002100004819,0
HORUS003912557352,0
HORUS003992568728,0
HORUS004861041825,0
HORUS12AA001LUA83,0
HORUS003992568036,0
HORUS003992568155,0
HORUS003992569366,0
HORUS003992568003,0
HORUS003992569061,0
