IID,cluster
HORUS007200120598,0
HORUS004861042079,0
HORUS007200116482,0
HORUS004861042925,0
HORUS12AA0020AZI0,0
HORUS003910310380,1
HORUS12AA001DPR27,0
HORUS007200120875,0
HORUS003910309573,0
HORUS003992568427,0
HORUS004861041587,0
HORUS007200121113,0
HORUS007200117945,0
HORUS003991270510,0
HORUS003910310508,0
HORUS004861043021,0
HORUS003910310495,0
HORUS007200121709,0
HORUS12AA001EGGX8,0
HORUS003910310439,0
HORUS007200121082,0
HORUS003912556816,0
HORUS003912557040,0
HORUS003912556845,0
HORUS007200116867,0
HORUS12AA00177GV8,0
HORUS007200121535,0
HORUS007200121285,0
HORUS006600008911,0
HORUS007100039618,0
HORUS12AA001636F7,0
HORUS003910310466,0
HORUS002100004869,0
HORUS003912556544,0
HORUS003992568570,0
HORUS004200001854,0
HORUS006992569123,0
HORUS12AA003DF704,0
HORUS007100039554,0
HORUS003992569088,0
HORUS003910309595,0
HORUS003991271000,1
HORUS003992569408,0
HORUS004861041325,0
HORUS007200121792,0
HORUS12AA003DDM97,0
HORUS003910310499,0
HORUS003910310872,0
HORUS003992569635,0
HORUS003912557489,1
HORUS003912557602,1
HORUS007200121136,0
HORUS003992569903,0
HORUS006600008708,0
HORUS003912557443,1
HORUS003992568645,0
HORUS003991270620,1
HORUS004861042199,0
HORUS12AA001DJR45,0
HORUS003991270559,0
HORUS007200116809,0
HORUS006600008753,0
HORUS12AA001LMRY6,0
HORUS003910309788,0
HORUS12AA0039N949,0
HORUS003991270555,0
HORUS007100039337,0
HORUS003992567950,0
HORUS006600008747,0
HORUS003991271038,0
HORUS12AA0036JRP8,0
HORUS003992569016,0
HORUS003992570080,0
HORUS003992567787,0
HORUS12AA0024WZ60,0
HORUS003992568204,0
HORUS003912557045,0
HORUS12AA001LLT58,0
HORUS007200121183,0
HORUS003992569000,0
HORUS003912556986,0
HORUS003992569492,0
HORUS003992568024,0
HORUS12AA00223AY0,0
HORUS12AA003DDIS9,0
HORUS12AA0024XL62,0
HORUS007200121918,0
HORUS004861041837,0
HORUS004861042133,0
HORUS007200120559,0
HORUS12AA0033D6J3,0
HORUS12AA0036KWW7,0
HORUS003912557484,1
HORUS003992569646,0
HORUS007200118713,0
HORUS003991271087,0
HORUS002100004648,0
HORUS003992568028,0
HORUS007200118710,0
HORUS002100004883,0
HORUS12AA0033CD95,0
HORUS007100039895,0
HORUS12AA001DBTX6,0
HORUS003910310040,0
HORUS003992568167,0
HORUS007200116862,0
HORUS002100410503,0
HORUS004861040763,0
HORUS004861043240,0
HORUS003991270325,0
HORUS007200116728,0
HORUS003912557317,1
HORUS12AA001DPXQ8,0
HORUS007200116925,0
HORUS003910310687,0
HORUS12AA001DZYV7,0
HORUS000039970321,0
HORUS003910309840,0
HORUS003992568515,0
HORUS002100620118,0
HORUS007200121165,0
HORUS006600008785,0
HORUS003912557041,0
HORUS003992567850,0
HORUS12AA0016L0R8,0
HORUS003912556679,0
HORUS007100039596,0
HORUS12AA0033C2C3,0
HORUS004861042320,0
HORUS003910310396,0
HORUS12AA0033CRH1,0
HORUS007200121973,0
HORUS007200120568,0
HORUS003912556467,0
HORUS004861042735,0
HORUS007200119713,0
HORUS003912557166,0
HORUS007200121797,0
HORUS003992570316,0
HORUS003912556485,0
HORUS003992568175,0
HORUS007200116973,0
HORUS003991270703,0
HORUS003992570256,1
HORUS003991270399,0
HORUS002100005024,0
HORUS007100039392,0
HORUS007200121143,0
HORUS004861040783,0
HORUS12AA0025WG68,0
HORUS003991270702,0
HORUS007200118009,0
HORUS003991270334,0
HORUS004861043052,0
HORUS12AA003H11S8,0
HORUS004861042168,0
HORUS007200121272,0
HORUS007200120216,0
HORUS003910310961,0
HORUS002100210503,0
HORUS007200116890,0
HORUS003910310625,0
HORUS007200121131,0
HORUS000039970319,0
HORUS007200116531,0
HORUS007200121350,0
HORUS12AA001LST47,0
HORUS003991270772,0
HORUS007200120093,0
HORUS007200121155,0
HORUS003992567802,0
HORUS003910310628,0
HORUS004861042215,0
HORUS007200120893,0
HORUS003910310199,0
HORUS007200121240,0
HORUS003992568382,1
HORUS003910310980,0
HORUS12AA001LMKR7,0
HORUS003910310014,0
HORUS003991270698,0
HORUS12AA002264L2,0
HORUS003992568455,0
HORUS007100039553,0
HORUS007200120462,0
HORUS004861041924,0
HORUS007200120204,0
HORUS003912557473,0
HORUS003992568419,0
HORUS003910309757,0
HORUS007100039320,0
HORUS003991270909,0
HORUS003992570345,0
HORUS003991270692,0
HORUS003992569556,0
HORUS007200121007,0
HORUS007200120905,0
HORUS007100039363,0
HORUS004861040501,0
HORUS004861042253,0
HORUS007200120248,0
HORUS003912556898,0
HORUS007200116843,0
HORUS007200121341,0
HORUS003992670056,1
HORUS003912556562,0
HORUS003910310997,0
HORUS003992567861,0
HORUS007200117230,0
HORUS002100710904,0
HORUS12AA001CWN51,0
HORUS004861040779,0
HORUS003992568849,0
HORUS003910310213,0
HORUS12AA00217EH2,0
HORUS003992570283,0
HORUS003912556489,0
HORUS12AA003DETM8,0
HORUS003910310175,0
HORUS004861042891,0
HORUS003992569727,0
HORUS003912556618,0
HORUS004861042838,0
HORUS003912557036,0
HORUS003992569304,0
HORUS003910309905,0
HORUS003912557512,0
HORUS007200120544,0
HORUS006600003658,0
HORUS007200119789,0
HORUS003912557156,0
HORUS003910310322,0
HORUS003992570075,0
HORUS003912557053,0
HORUS007200118685,0
HORUS003910310524,0
HORUS12AA0027C9T0,0
HORUS007100039183,0
HORUS007200119978,0
HORUS006600003470,0
HORUS003910310973,0
HORUS007100039519,0
HORUS007200121104,0
HORUS12AA0024DVV8,0
HORUS12AA001WYYE4,0
HORUS004861041091,0
HORUS003912557220,0
HORUS002100411006,0
HORUS003992569041,0
HORUS12AA002ABHV3,0
HORUS003992568060,0
HORUS12AA002BBKW7,0
HORUS003992569835,0
HORUS003992570371,0
HORUS003991270424,0
HORUS004861042078,0
HORUS003992569965,0
HORUS004861041147,0
HORUS006600004025,0
HORUS007200119868,0
HORUS12AA001LLS18,0
HORUS007100039280,0
HORUS004861040624,0
HORUS12AA0020AAD5,0
HORUS007100039994,0
HORUS007200117985,0
HORUS003992569654,0
HORUS003992568491,0
HORUS003910309592,0
HORUS006600003412,0
HORUS004861042539,0
HORUS12AA0037ICM0,0
HORUS007200119853,0
HORUS003910310606,1
HORUS007200116708,0
HORUS003992568553,0
HORUS003991271106,0
HORUS007200121685,0
HORUS007100040031,0
HORUS003910309932,0
HORUS004861042028,0
HORUS006600004043,0
HORUS003992569886,0
HORUS003910311031,0
HORUS007200121848,0
HORUS042315890316,0
HORUS003992568473,0
HORUS004861040357,0
HORUS004861042368,0
HORUS002100810817,0
HORUS006600007045,0
HORUS004861042909,0
HORUS004861042037,0
HORUS007100039671,0
HORUS003992569692,0
HORUS007200120964,0
HORUS007200120122,0
HORUS007100039813,0
HORUS003912557207,0
HORUS007200121338,0
HORUS007200118019,0
HORUS003910309642,0
HORUS007100039185,0
HORUS003992569313,0
HORUS003910309885,0
HORUS002100004971,0
HORUS003910310743,0
HORUS12AA001EGD69,0
HORUS004861042263,0
HORUS006992569136,0
HORUS003912557451,0
HORUS003992569407,0
HORUS12AA001E3DI2,0
HORUS12AA001LMDZ8,0
HORUS003992568905,0
HORUS12AA001DMQL1,0
HORUS12AA00209C91,0
HORUS003992568873,1
HORUS007200117252,0
HORUS006600003646,0
HORUS006600004121,0
HORUS003912556442,0
HORUS003992567815,0
HORUS003992570361,0
HORUS003992569614,0
HORUS004861041652,0
HORUS007100039870,0
HORUS003910310559,0
HORUS007200119725,0
HORUS007200116928,0
HORUS003912557248,0
HORUS007200121592,0
HORUS003910309724,0
HORUS006600003686,0
HORUS003912557386,0
HORUS12AA001LLBY4,0
HORUS004861041506,0
HORUS12AA0033CSH0,0
HORUS003910310847,0
HORUS12AA001ECZI7,0
HORUS12AA001EDWK4,0
HORUS004861042759,0
HORUS003992569315,0
HORUS002100210908,0
HORUS12AA0027COT8,0
HORUS004861041068,0
HORUS003992569976,0
HORUS007200121825,0
HORUS007200120283,0
HORUS12AA001LM979,0
HORUS007200119821,0
HORUS006600003408,0
HORUS12AA0017LG78,0
HORUS12AA00164865,0
HORUS004861041178,0
HORUS003992569039,0
HORUS003912557416,1
HORUS004861040781,0
HORUS004861040604,0
HORUS003912556774,0
HORUS004861041342,0
HORUS002100110901,0
HORUS003992570102,1
HORUS007200118655,0
HORUS004861042312,0
HORUS006600003600,0
HORUS006600008794,0
HORUS007100039806,0
HORUS12AA0036K872,0
HORUS007200116762,0
HORUS007200121594,0
HORUS003912556601,0
HORUS003912556634,0
HORUS003991270281,0
HORUS004861041417,0
HORUS006600003354,0
HORUS007200121741,0
HORUS007200119917,0
HORUS003991270141,0
HORUS003992570068,0
HORUS003910310243,0
HORUS12AA0027CHS7,0
HORUS007200116831,0
HORUS003992568546,0
HORUS007200121785,0
HORUS004861041883,0
HORUS003912556981,0
HORUS003992568072,0
HORUS002100711124,0
HORUS12AA0036K0M6,0
HORUS003992568820,0
HORUS007200116573,0
HORUS003991270333,0
HORUS007200120469,0
HORUS003912556734,0
HORUS007200121564,0
HORUS002100004528,0
HORUS003991271079,0
HORUS12AA0025VMP2,0
HORUS007200121562,0
HORUS007200120505,0
HORUS004861042041,0
HORUS003912556754,0
HORUS007200116619,0
HORUS007200120167,0
HORUS003992568643,0
HORUS003991270933,1
HORUS003912557291,0
HORUS002100004650,0
HORUS007200117243,0
HORUS003912557290,1
HORUS002100311126,0
HORUS007200116871,0
HORUS004861043255,0
HORUS003992570106,0
HORUS004861042841,0
HORUS003912557247,0
HORUS002100004871,0
HORUS004861040350,0
HORUS12AA003H10X9,0
HORUS003992568927,0
HORUS003992568986,0
HORUS004861043257,0
HORUS12AA001DB8N4,0
HORUS003912557176,1
HORUS004861043172,0
HORUS007100039381,0
HORUS003992569812,0
HORUS004861042964,0
HORUS12AA001E0JZ8,0
HORUS003912556671,0
HORUS003992569338,0
HORUS007200120393,0
HORUS12AA0024Y0O8,0
HORUS007200121643,0
HORUS12AA001DP294,0
HORUS004861041523,0
HORUS002100710923,0
HORUS003992568571,0
HORUS004200005136,0
HORUS006600008727,0
HORUS12AA0016KSV7,0
HORUS003912556616,0
HORUS004861043098,0
HORUS003992570185,0
HORUS003991271050,1
HORUS007200120537,0
HORUS007200121335,0
HORUS007200116744,0
HORUS003991271093,1
HORUS12AA001M5VT9,0
HORUS12AA001ECV44,0
HORUS004861043029,0
HORUS002100610718,0
HORUS006600003366,0
HORUS007200119966,0
HORUS003912557084,0
HORUS12AA001CWL12,0
HORUS007200119759,0
HORUS003912556464,0
HORUS004861041088,0
HORUS003912557170,0
HORUS007200120370,0
HORUS003992569750,0
HORUS007200117997,0
HORUS003910310611,1
HORUS006600003360,0
HORUS007200121515,0
HORUS006600007033,0
HORUS003912557227,0
HORUS007200115475,0
HORUS004861042993,0
HORUS004861042749,0
HORUS003992568798,0
HORUS006600003987,0
HORUS12AA00225XU0,0
HORUS004861040636,0
HORUS003910309902,0
HORUS007200121616,0
HORUS003910309937,0
HORUS007200121276,0
HORUS003992569926,0
HORUS003992568312,1
HORUS003992569043,0
HORUS004861040939,0
HORUS003991270915,0
HORUS003992568947,0
HORUS003910310954,0
HORUS12AA001WZ2O1,0
HORUS007200120978,0
HORUS003992569309,0
HORUS003912556794,0
HORUS007200120929,0
HORUS003910310547,0
HORUS003992569852,0
HORUS003991270842,0
HORUS12AA0027A0T3,0
HORUS12AA001EDVC1,0
HORUS003991270308,0
HORUS003912557388,0
HORUS007100039947,0
HORUS003991270710,1
HORUS003991270273,0
HORUS003910310994,0
HORUS004861043154,0
HORUS003992568840,0
HORUS007100039325,0
HORUS003992568639,1
HORUS007200117884,0
HORUS12AA001AHF36,0
HORUS007200121880,0
HORUS003910310566,0
HORUS007200121001,0
HORUS007200118016,0
HORUS004861041845,0
HORUS007200120962,0
HORUS007100039522,0
HORUS12AA003G7180,0
HORUS003992568322,0
HORUS004861041045,0
HORUS002100004785,0
HORUS007200121730,1
HORUS003912557142,0
HORUS004861042115,0
HORUS007100039661,0
HORUS003991270401,0
HORUS002100004812,0
HORUS003991271148,0
HORUS004861043239,0
HORUS004861000258,0
HORUS004861044000,0
HORUS003991270853,1
HORUS003991270548,0
HORUS007200121506,0
HORUS003910310739,0
HORUS007200121761,0
HORUS003992568590,0
HORUS002100004999,0
HORUS007200120339,0
HORUS004861040440,0
HORUS12AA003G5XF7,0
HORUS007200121071,0
HORUS12AA001CVM13,0
HORUS003992570327,0
HORUS12AA0039MZU1,0
HORUS007200117008,0
HORUS003991270402,0
HORUS007100039301,0
HORUS004861041545,0
HORUS004861040866,0
HORUS006600006897,0
HORUS007100039328,0
HORUS12AA00164N71,0
HORUS003910310281,0
HORUS003910310828,1
HORUS003910309734,0
HORUS003992569899,0
HORUS003912556835,0
HORUS004861041137,0
HORUS003992568295,0
HORUS007200121156,0
HORUS12AA001DOT19,0
HORUS12AA002BCAE1,0
HORUS003910310270,0
HORUS003912556725,0
HORUS003992569758,0
HORUS004861040646,0
HORUS12AA001EDXH9,0
HORUS004861041973,0
HORUS003992568739,0
HORUS12AA001CWUM6,0
HORUS004861041979,0
HORUS004861043015,0
HORUS002100005020,0
HORUS007100039777,0
HORUS004861042346,0
HORUS003912557469,0
HORUS007100039533,0
HORUS007200121356,0
HORUS003991270743,0
HORUS003910310112,0
HORUS12AA0018SA53,0
HORUS002100004734,0
HORUS003992568158,0
HORUS12AA001LLOG7,0
HORUS003912556920,0
HORUS003991270529,0
HORUS003992570266,0
HORUS003912557422,0
HORUS004861041331,0
HORUS12AA001LVZ94,0
HORUS004861040469,0
HORUS004861041126,0
HORUS003992568549,0
HORUS007200121733,0
HORUS007100039539,0
HORUS003992568640,0
HORUS003912556979,0
HORUS003992569583,0
HORUS004861042725,0
HORUS007100039174,0
HORUS12AA0020TBD6,0
HORUS003912557169,1
HORUS007200121308,0
HORUS12AA003H13T4,0
HORUS003910310275,0
HORUS007200121563,0
HORUS004861043080,0
HORUS007100039645,0
HORUS007200121145,0
HORUS004861040585,0
HORUS007200117024,0
HORUS12AA001DBOB5,0
HORUS12AA00228GA1,0
HORUS007200119806,0
HORUS004861041090,0
HORUS12AA001AS8W5,0
HORUS12AA001EFLB9,0
HORUS007200119982,0
HORUS12AA001DBHT6,0
HORUS12AA001LMJF2,0
HORUS004861042350,0
HORUS004861043169,0
HORUS003912557117,0
HORUS12AA0027CFM1,0
HORUS003992569410,0
HORUS003991270544,0
HORUS003910309865,0
HORUS12AA003H0XP7,0
HORUS007100039230,0
HORUS003910310248,1
HORUS12AA001WZ253,0
HORUS003910309773,0
HORUS002100911210,0
HORUS007200121164,0
HORUS007200121543,0
HORUS003991270859,0
HORUS004861041061,0
HORUS002100610424,0
HORUS007200121897,0
HORUS003910309740,0
HORUS003912556847,0
HORUS12AA003H0YA6,0
HORUS002100005031,0
HORUS007200120521,0
HORUS004861040495,0
HORUS007200121853,0
HORUS003991270727,0
HORUS004200018954,0
HORUS007200121517,0
HORUS007200121043,0
HORUS007200117231,0
HORUS002100005035,0
HORUS003992568021,0
HORUS003991270309,0
HORUS12AA003G6KE0,0
HORUS004861041378,0
HORUS003992567900,0
HORUS12AA002A9K88,0
HORUS12AA0039EXP9,0
HORUS004861042082,0
HORUS007100039633,0
HORUS004861041048,0
HORUS003912557375,0
HORUS003912556624,0
HORUS004861042562,0
HORUS003910310998,0
HORUS004861041650,0
HORUS004861042150,0
HORUS002100711226,0
HORUS003912557180,0
HORUS004861042782,0
HORUS006600007002,0
HORUS004861040623,0
HORUS12AA001LMMK9,0
HORUS007100039646,0
HORUS007100039510,0
HORUS007200121545,0
HORUS12AA0017KNC9,0
HORUS004861040640,0
HORUS007200120952,0
HORUS12AA0020ACW5,0
HORUS004861040499,0
HORUS003910310388,1
HORUS003912556811,0
HORUS003992569232,0
HORUS12AA001ASXP7,0
HORUS12AA0039N105,0
HORUS003992568975,0
HORUS12AA0029G9J0,0
HORUS007200121078,0
HORUS004861042340,0
HORUS003910310789,0
HORUS004861042809,0
HORUS12AA001LT3L9,0
HORUS003912556564,0
HORUS003910310487,0
HORUS002100004580,0
HORUS004861040308,0
HORUS12AA003DD2C4,0
HORUS007200116606,0
HORUS12AA001LTIV7,0
HORUS003991270822,0
HORUS003910310012,0
HORUS003992568623,0
HORUS007200113824,0
HORUS12AA0020QX76,0
HORUS12AA0019QAD6,0
HORUS004861040857,0
HORUS12AA001DA1E1,0
HORUS003910310826,0
HORUS004861042814,0
HORUS003992567942,0
HORUS007200118672,0
HORUS003991270882,0
HORUS003992569770,0
HORUS007100039617,0
HORUS007200119809,0
HORUS12AA001CXHI5,0
HORUS007100039482,0
HORUS003912557222,1
HORUS004861040633,0
HORUS003991270509,0
HORUS003910310791,0
HORUS003991270685,1
HORUS003992568746,0
HORUS003912556667,0
HORUS004861041104,0
HORUS003992569191,0
HORUS12AA003G4VY4,0
HORUS007200120270,0
HORUS003991270443,0
HORUS003992568147,0
HORUS007200119944,0
HORUS002100110827,0
HORUS004861042938,0
HORUS12AA001DA534,0
HORUS007200116899,0
HORUS002100411112,0
HORUS007200121045,0
HORUS003992569557,0
HORUS007200120435,0
HORUS007200120566,0
HORUS007200119858,0
HORUS007200121665,1
HORUS003910310017,0
HORUS12AA001E0EO5,0
HORUS12AA002BCRD6,0
HORUS004861042743,0
HORUS12AA0039NQW4,0
HORUS007200120879,0
HORUS003991271142,1
HORUS12AA001LMLH6,0
HORUS004861041020,0
HORUS004861041439,0
HORUS002100004735,0
HORUS003912556718,0
HORUS002100410925,0
HORUS003992570177,0
HORUS004861040539,0
HORUS003910311008,0
HORUS12AA001779V2,0
HORUS007200120953,0
HORUS003991270951,0
HORUS007100039237,0
HORUS004861041539,0
HORUS003912556684,0
HORUS003992569524,0
HORUS004861043218,0
HORUS003910309826,0
HORUS003910309661,0
HORUS007200121655,0
HORUS004861040780,0
HORUS003910310079,0
HORUS003991270270,0
HORUS003910310669,0
HORUS007200121430,0
HORUS002100004629,0
HORUS007200117351,0
HORUS12AA003H0UP0,0
HORUS007100039287,0
HORUS12AA001LM6Q0,0
HORUS007200117925,0
HORUS12AA001DZML9,0
HORUS003992568723,0
HORUS007200117976,0
HORUS003992569446,0
HORUS007100039414,0
HORUS003992569902,0
HORUS006992569137,0
HORUS12AA0029FSC0,0
HORUS002100004784,0
HORUS002100004746,0
HORUS004861042896,0
HORUS007100039476,0
HORUS002100004868,0
HORUS003992568066,0
HORUS003992569929,0
HORUS006600003198,0
HORUS004861043147,0
HORUS003991270801,1
HORUS12AA001LUES5,0
HORUS003992568446,0
HORUS003992569237,0
HORUS004861041584,0
HORUS12AA001LSF66,0
HORUS003992568012,0
HORUS12AA001DM7H5,0
HORUS003912557107,0
HORUS004861040867,0
HORUS007200121666,0
HORUS007200120383,0
HORUS003992568559,0
HORUS003910309977,0
HORUS12AA001DAY20,0
HORUS004861042738,0
HORUS004861041511,0
HORUS004861041006,0
HORUS003991271186,0
HORUS12AA0033CUG0,0
HORUS003910310300,0
HORUS003912557028,0
HORUS007200118245,0
HORUS004861041428,0
HORUS007200121314,0
HORUS003992570346,0
HORUS006600030874,0
HORUS004861041046,0
HORUS003992568100,0
HORUS003992568184,1
HORUS003992568895,0
HORUS004861040413,0
HORUS003992569761,0
HORUS004861041571,0
HORUS003910310090,0
HORUS003991270215,0
HORUS002100004960,0
HORUS003992569630,0
HORUS003910310225,0
HORUS002100004987,0
HORUS003910310735,0
HORUS004861043046,0
HORUS004861041149,0
HORUS007100039905,0
HORUS007200119747,0
HORUS003910309960,0
HORUS002100004708,0
HORUS004861041668,0
HORUS003992568321,0
HORUS003992567936,0
HORUS003992568431,0
HORUS12AA001LMLZ0,0
HORUS007200120591,0
HORUS004861040359,0
HORUS003992569534,0
HORUS003992569786,0
HORUS003910310560,1
HORUS002100004598,0
HORUS003992567841,0
HORUS003912557113,0
HORUS002100004817,0
HORUS007200117318,0
HORUS003912557477,1
HORUS003992569079,0
HORUS004861040713,0
HORUS003910310708,1
HORUS006600007089,0
HORUS006600004040,0
HORUS002100004754,0
HORUS12AA001XCS97,0
HORUS003992568627,1
HORUS007200119940,0
HORUS007200118665,0
HORUS003992569455,0
HORUS004861043271,0
HORUS12AA0033CFE9,0
HORUS007200120913,0
HORUS004861041826,0
HORUS004861042518,0
HORUS12AA00217H99,0
HORUS004861042571,0
HORUS003992569268,0
HORUS007200121062,0
HORUS003912557012,0
HORUS007200120418,0
HORUS007200116834,0
HORUS003912556689,0
HORUS12AA0027CWO0,0
HORUS003992569780,0
HORUS003992569873,0
HORUS007200021363,0
HORUS004861042302,0
HORUS12AA0017KSZ8,0
HORUS007200121003,0
HORUS003992569856,0
HORUS004861042506,0
HORUS007200121507,0
HORUS004861041339,0
HORUS004861041884,0
HORUS003992569364,0
HORUS002100004789,0
HORUS003910310158,0
HORUS007200120165,0
HORUS003912556844,0
HORUS003912556810,0
HORUS004861042144,0
HORUS007200116693,0
HORUS003992569603,0
HORUS003912556962,0
HORUS007200119934,0
HORUS003992569968,1
HORUS12AA003H10D9,0
HORUS004861042522,0
HORUS004861042880,0
HORUS007200118787,0
HORUS004861041334,0
HORUS003912556731,0
HORUS006600008738,0
HORUS007200117362,0
HORUS004861044001,0
HORUS003992569765,0
HORUS002100611226,0
HORUS004861041303,0
HORUS003912557424,0
HORUS003912557400,0
HORUS003912556765,0
HORUS002100004915,0
HORUS003992568801,0
HORUS12AA0033C1A8,0
HORUS003992568002,0
HORUS004861040819,0
HORUS007200120869,0
HORUS003992568261,0
HORUS007200121671,0
HORUS003992569846,0
HORUS007200121265,0
HORUS003910310597,1
HORUS003912556478,0
HORUS003991270597,1
HORUS006600008915,0
HORUS003991270316,0
HORUS003992569998,0
HORUS003992570237,0
HORUS003910310376,0
HORUS002100004611,0
HORUS12AA0024XQC1,0
HORUS007200121089,0
HORUS003992670058,0
HORUS12AA001DOPH6,0
HORUS007200121008,0
HORUS004861042579,0
HORUS007200121304,0
HORUS004861043045,0
HORUS002100420104,0
HORUS003992570340,0
HORUS003910310902,1
HORUS003910310442,0
HORUS003991270471,0
HORUS003910310590,1
HORUS003910310128,0
HORUS004861040960,0
HORUS003992570326,0
HORUS003910310457,0
HORUS003992569263,0
HORUS003992569368,0
HORUS004861041075,0
HORUS003991270651,0
HORUS12AA0020QRS6,0
HORUS003992568935,0
HORUS007200120396,0
HORUS003910309604,0
HORUS003992568918,0
HORUS003991270250,0
HORUS12AA001ECYH0,0
HORUS002100004603,0
HORUS002100004700,0
HORUS007200116951,0
HORUS003992569701,0
HORUS007200120933,0
HORUS002100004791,0
HORUS003910310672,0
HORUS003992569705,0
HORUS003991271078,0
HORUS006600003604,0
HORUS003992569804,0
HORUS004861040637,0
HORUS002100004780,0
HORUS007200121087,0
HORUS003992568224,0
HORUS004861041049,0
HORUS003992569355,0
HORUS003992568732,0
HORUS007100039838,0
HORUS003992567811,0
HORUS003912556600,0
HORUS002100004577,0
HORUS003910309878,0
HORUS004861042752,0
HORUS007200121115,0
HORUS007200121370,0
HORUS12AA00209EB1,0
HORUS003991271041,0
HORUS12AA00227F82,0
HORUS003992569406,0
HORUS002100711008,0
HORUS007200118747,0
HORUS003992568757,0
HORUS12AA002BBLX4,0
HORUS002100111115,0
HORUS003992569745,0
HORUS003910310135,0
HORUS003992568716,0
HORUS002100620105,0
HORUS003912556705,0
HORUS002100210818,0
HORUS007100039449,0
HORUS12AA001AHF77,0
HORUS003992569424,0
HORUS004861041407,0
HORUS007100039203,0
HORUS003912556399,0
HORUS003992567832,0
HORUS007100039670,0
HORUS006600008781,0
HORUS003912556448,0
HORUS003992570133,1
HORUS006600003466,0
HORUS002100110620,0
HORUS003992568334,0
HORUS004861041739,0
HORUS003992568972,0
HORUS007200121757,0
HORUS003992569201,0
HORUS003992569776,0
HORUS006600008735,0
HORUS004861042276,0
HORUS003910310915,0
HORUS003912557013,0
HORUS007200121743,0
HORUS003912556612,0
HORUS003910310607,1
HORUS004861040944,0
HORUS007200116805,0
HORUS007100039348,0
HORUS007200121358,0
HORUS003912557198,0
HORUS007200120985,0
HORUS003992567964,0
HORUS003912557277,0
HORUS004861042777,0
HORUS007200121176,0
HORUS003912556491,0
HORUS003992570360,0
HORUS004861040597,0
HORUS12AA001DPGN1,0
HORUS003992570191,0
HORUS002100004939,0
HORUS003991271136,0
HORUS004861041462,0
HORUS002100004774,0
HORUS004861042919,0
HORUS003910310475,1
HORUS007200121241,0
HORUS007200119848,0
HORUS002100220125,0
HORUS002100511115,0
HORUS003910310686,1
HORUS003910310649,0
HORUS007200120588,0
HORUS002100004844,0
HORUS12AA001ECXH1,0
HORUS003992569245,0
HORUS004861040645,0
HORUS006600003464,0
HORUS003992570120,0
HORUS12AA001DA948,0
HORUS007100039626,0
HORUS003910309939,0
HORUS003910309586,0
HORUS12AA0024DY10,0
HORUS007200118777,0
HORUS006600004042,0
HORUS003991270505,0
HORUS003912556901,0
HORUS003910309655,0
HORUS007200121658,0
HORUS004861041911,0
HORUS12AA001D95I5,0
HORUS003992568930,1
HORUS007200116461,0
HORUS004861040529,0
HORUS006600003680,0
HORUS003910310350,0
HORUS007200120970,0
HORUS12AA00188DJ2,0
HORUS12AA0015B6T9,0
HORUS003992570129,0
HORUS007200117244,0
HORUS007200119740,0
HORUS002100004920,0
HORUS003991270567,0
HORUS003992567937,0
HORUS006600003286,0
HORUS003912556664,0
HORUS003910310181,0
HORUS004861041067,0
HORUS006600003596,0
HORUS003992569449,0
HORUS003992569751,0
HORUS12AA0039NBB1,0
HORUS002100610803,0
HORUS12AA0033D614,0
HORUS12AA001E0XX8,0
HORUS007200121771,0
HORUS004861041032,0
HORUS003992569682,0
HORUS003992569297,0
HORUS007200118654,0
HORUS004861042726,0
HORUS003992567906,0
HORUS007200121787,0
HORUS003910310518,0
HORUS007100039493,0
HORUS12AA0025VV81,0
HORUS004861041350,0
HORUS12AA0036SGR7,0
HORUS007200117914,0
HORUS003991270207,0
HORUS007200121068,0
HORUS007100039267,0
HORUS007200120941,0
HORUS007100039585,0
HORUS003992569735,0
HORUS007200120547,0
HORUS006600006889,0
HORUS003991271155,0
HORUS003992569990,0
HORUS003992568178,0
HORUS12AA002BCLP8,0
HORUS12AA0019JKK6,0
HORUS003992568055,0
HORUS003991270705,0
HORUS007100039269,0
HORUS003910310063,0
HORUS007200120417,0
HORUS12AA001M5FK3,0
HORUS003912556839,0
HORUS002100110828,0
HORUS12AA003DCU42,0
HORUS003912557541,0
HORUS002100610930,0
HORUS12AA001WYYM8,0
HORUS004861041932,0
HORUS003992568766,1
HORUS006600003208,0
HORUS007200121580,0
HORUS004861042117,0
HORUS004861042728,0
HORUS007200119928,0
HORUS002100211121,0
HORUS003912557101,0
HORUS003991270802,0
HORUS002100004752,0
HORUS003912556863,0
HORUS003992569462,0
HORUS003991270656,0
HORUS002100220113,0
HORUS003992568808,0
HORUS003992568504,0
HORUS12AA001D9K53,0
HORUS003992569624,0
HORUS003991270819,0
HORUS12AA00216JO5,0
HORUS004861040883,0
HORUS003991270774,0
HORUS003992569769,0
HORUS12AA001E0FH8,0
HORUS007200119844,0
HORUS006600004020,0
HORUS007200121153,0
HORUS003992569941,0
HORUS003992568435,0
HORUS003991270406,0
HORUS004861042567,0
HORUS004861040627,0
HORUS002100004614,0
HORUS007100039850,0
HORUS007200119924,0
HORUS12AA0015BDZ3,0
HORUS006600008720,0
HORUS12AA00225LA2,0
HORUS003991270642,0
HORUS007100039447,0
HORUS007100039857,0
HORUS007200120069,0
HORUS12AA001LLUE5,0
HORUS003992568548,0
HORUS003912557579,0
HORUS003910309535,0
HORUS12AA0024E0U6,0
HORUS007200116932,0
HORUS004861040465,0
